,Name,ChW,TotCh,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,TotJ,SurvSc,SurvAv,Days,Non-VFB,InRCA,InRCW,InICA,InICW,InChA,InChW,Season,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,Exile,age,state,Won,Name_Index,state_D.C.,season,gender,occupation,Idols found,Idols held,Idols played,Votes voided,Boot avoided,Tie avoided
204,John Fincher,1.96,6.28,0.31,3,2,7,52,5,0.37,1.02,9,0.69,2.98,30,3,0.0,0.0,4,1,4.0,1.0,19,4.5,2.0,6,4.0,10.5,6.0,0.571428571,0,25,California,0,205,0,19.0,1,Rocket Scientist,0.0,0.0,0.0,0.0,0.0,0.0
205,Monica Padilla,1.0,8.28,0.12,4,4,7,67,7,0.56,1.45,9,0.68,2.45,33,3,0.0,0.0,6,0,6.0,0.0,19,4.0,3.0,6,3.0,10.0,6.0,0.6,0,25,California,0,206,0,19.0,0,Law Student,0.0,0.0,0.0,0.0,0.0,0.0
206,Erik Cardona,0.96,2.88,0.33,2,1,10,22,2,0.27,1.0,9,0.61,1.96,21,1,0.0,0.0,1,0,1.0,0.0,19,2.0,2.0,6,4.0,8.0,6.0,0.75,0,28,California,0,207,0,19.0,1,Bartender,1.0,1.0,0.0,0.0,0.0,0.0
207,Ashley Trainer,0.17,1.48,0.11,2,3,9,31,4,0.68,1.62,9,0.79,1.78,14,1,0.0,0.0,0,0,0.0,0.0,19,1.0,0.0,5,1.0,6.0,1.0,0.166666667,0,22,Minnesota,0,208,0,19.0,0,Spa Sales,0.0,0.0,0.0,0.0,0.0,0.0
208,Ben Browning,0.0,0.64,0.0,1,2,7,25,3,0.57,1.7,9,0.57,1.7,8,1,0.0,0.0,0,0,0.0,0.0,19,0.0,0.0,3,0.0,3.0,0.0,0.0,0,28,California,0,209,0,19.0,1,Bar Manager,0.0,0.0,0.0,0.0,0.0,0.0
209,Yasmin Giles,0.23,1.14,0.2,2,0,8,10,1,-0.8,0.0,9,-0.6,0.23,11,1,0.0,0.0,0,0,0.0,0.0,19,0.5,0.0,4,2.0,4.5,2.0,0.444444444,0,33,California,0,210,0,19.0,0,Hairstylist,0.0,0.0,0.0,0.0,0.0,0.0
210,Marisa Calihan,0.25,0.35,0.71,0,0,7,10,1,-0.7,0.0,9,0.01,0.13,3,1,0.0,0.0,0,0,0.0,0.0,19,0.5,0.5,1,0.0,1.5,0.5,0.333333333,0,26,Ohio,0,211,0,19.0,0,Student,0.0,0.0,0.0,0.0,0.0,0.0
211,Betsy Bolan,0.0,0.48,0.0,1,0,7,18,2,-0.19,0.0,9,-0.19,0.0,6,2,0.0,0.0,0,0,0.0,0.0,19,0.0,0.0,2,0.0,2.0,0.0,0.0,0,48,New Hampshire,0,212,0,19.0,0,Police Officer,0.0,0.0,0.0,0.0,0.0,0.0
212,Chase Rice,3.24,11.68,0.28,1,10,1,79,10,1.0,5.6,9,1.276,8.846,39,0,2.0,2.0,8,0,10.0,2.0,21,5.0,4.0,6,4.0,11.0,8.0,0.727272727,0,24,North Carolina,0,213,0,21.0,1,Pro Racecar Jackman,0.0,1.0,1.0,0.0,0.0,0.0
213,Holly Hoffman,1.82,12.18,0.15,0,10,4,96,12,0.83,2.92,9,0.98,4.74,38,2,2.5,0.0,8,1,10.5,1.0,21,5.0,3.0,6,2.0,11.0,5.0,0.454545455,0,44,South Dakota,0,214,0,21.0,0,Swim Coach,0.0,0.0,0.0,0.0,0.0,0.0
214,Dan Lembo,0.77,10.68,0.07,2,8,9,92,11,0.72,1.57,9,0.79,2.34,37,3,2.0,0.0,7,0,9.0,0.0,21,5.0,3.0,6,2.0,11.0,5.0,0.454545455,0,63,New York,0,215,0,21.0,1,Real Estate Executive,0.0,0.0,0.0,0.0,0.0,0.0
215,Jane Bright,2.44,9.68,0.25,1,5,11,87,10,0.49,0.93,9,0.74,3.37,36,5,2.0,0.0,6,2,8.0,2.0,21,5.0,1.0,6,2.0,11.0,3.0,0.272727273,0,56,North Carolina,0,216,0,21.0,0,Dog Trainer,0.0,0.0,0.0,0.0,0.0,0.0
216,Brenda Lowe,1.46,5.43,0.27,0,5,13,58,6,0.8,1.37,9,1.07,2.83,27,1,0.0,0.0,4,1,4.0,1.0,21,4.0,0.0,6,4.0,10.0,4.0,0.4,0,27,Florida,0,217,0,21.0,0,Paddleboard Company Owner,0.0,0.0,0.0,0.0,0.0,0.0
217,Marty Piombo,0.44,4.23,0.1,0,4,14,65,7,0.54,0.89,9,0.64,1.33,24,3,0.0,0.0,3,0,3.0,0.0,21,3.0,1.0,6,2.0,9.0,3.0,0.333333333,0,48,California,0,218,0,21.0,1,Technology Executive,1.0,1.0,0.0,0.0,0.0,0.0
218,Alina Wilson,0.79,3.03,0.26,0,2,10,37,4,0.43,1.0,9,0.69,1.79,21,2,0.0,0.0,2,0,2.0,0.0,21,2.0,2.0,6,4.0,8.0,6.0,0.75,0,23,California,0,219,0,21.0,0,Art Student,0.0,0.0,0.0,0.0,0.0,0.0
219,Jill Behm,1.74,2.53,0.69,0,3,3,42,5,0.59,2.4,9,1.27,4.14,18,2,0.5,0.5,1,1,1.5,1.5,21,2.0,0.0,6,2.0,8.0,2.0,0.25,0,43,Pennsylvania,0,220,0,21.0,0,ER Doctor,0.0,0.0,0.0,0.0,0.0,0.0
220,Yve Rojas,0.24,1.7,0.14,0,4,7,42,5,0.77,2.04,9,0.91,2.27,15,1,0.0,0.0,1,0,1.0,0.0,21,1.0,1.0,5,1.0,6.0,2.0,0.333333333,0,41,Missouri,0,221,0,21.0,0,Homemaker,0.0,0.0,0.0,0.0,0.0,0.0
221,Kelly Bruno,0.34,1.7,0.2,1,1,3,18,2,0.42,2.0,9,0.61,2.34,15,1,0.0,0.0,1,0,1.0,0.0,21,1.0,0.0,5,3.0,6.0,3.0,0.5,0,26,North Carolina,0,222,0,21.0,0,Medical Student,0.0,0.0,0.0,0.0,0.0,0.0
222,Tyrone Davis,0.24,0.7,0.34,0,3,6,35,4,0.71,2.1,9,1.05,2.34,14,1,0.0,0.0,0,0,0.0,0.0,21,1.0,1.0,5,1.0,6.0,2.0,0.333333333,0,42,California,0,223,0,21.0,1,Fire Captain,0.0,0.0,0.0,0.0,0.0,0.0
223,Jimmy Tarantino,0.11,0.45,0.25,0,2,5,27,3,0.6,2.07,9,0.85,2.19,11,1,0.0,0.0,0,0,0.0,0.0,21,0.0,0.0,4,1.0,4.0,1.0,0.25,0,48,Massachusetts,0,224,0,21.0,1,Commercial Fisherman,0.0,0.0,0.0,0.0,0.0,0.0
224,Jimmy Johnson,0.11,0.32,0.34,0,1,8,19,2,0.29,1.17,9,0.63,1.28,8,1,0.0,0.0,0,0,0.0,0.0,21,0.0,0.0,3,1.0,3.0,1.0,0.333333333,0,67,Florida,0,225,0,21.0,1,Former NFL Coach,0.0,0.0,0.0,0.0,0.0,0.0
225,Shannon Elkins,0.1,0.21,0.47,0,0,7,10,1,-0.7,0.0,9,-0.23,0.1,6,1,0.0,0.0,0,0,0.0,0.0,21,0.0,0.0,2,1.0,2.0,1.0,0.5,0,30,Louisiana,0,226,0,21.0,1,Pest Control Company Owner,0.0,0.0,0.0,0.0,0.0,0.0
226,Kim Spradlin,6.08,13.81,0.44,0,9,3,80,10,0.9,3.6,9,1.3299999999999998,9.67,39,1,3.0,1.0,9,4,12.0,5.0,24,8.0,5.0,5,2.0,13.0,7.0,0.5384615389999999,0,29,Texas,1,227,0,24.0,0,Bridal Shop Owner,1.0,1.0,0.0,0.0,0.0,0.0
227,Chelsea Meissner,3.05,13.81,0.22,0,9,4,80,10,0.9,3.15,9,1.12,6.2,39,1,3.0,1.0,9,1,12.0,2.0,24,8.0,5.0,5,2.0,13.0,7.0,0.5384615389999999,0,26,South Carolina,0,228,0,24.0,0,Medical Sales,0.0,0.0,0.0,0.0,0.0,0.0
228,Jay Byars,2.32,4.81,0.48,1,4,5,50,5,0.78,2.49,9,1.26,4.81,25,1,0.0,0.0,3,1,3.0,1.0,24,8.0,5.0,5,4.0,13.0,9.0,0.692307692,0,25,South Carolina,0,229,0,24.0,1,Model,0.0,0.0,0.0,0.0,0.0,0.0
229,Alicia Rosa,1.8,12.81,0.14,0,7,5,83,10,0.69,2.18,9,0.83,3.97,37,3,3.0,0.0,8,1,11.0,1.0,24,8.0,4.0,5,1.0,13.0,5.0,0.384615385,0,25,Illinois,0,230,0,24.0,0,Special Education Teacher,0.0,0.0,0.0,0.0,0.0,0.0
230,Kat Edorsson,2.08,9.81,0.21,0,5,7,65,7,0.7,1.82,9,0.91,3.9,33,2,2.0,1.0,6,0,8.0,1.0,24,8.0,5.0,5,2.0,13.0,7.0,0.5384615389999999,0,22,Florida,0,231,0,24.0,0,"Timeshare Representative;
Full Time Student/Sales",0.0,0.0,0.0,0.0,0.0,0.0
231,Leif Manson,0.7,5.81,0.12,1,4,5,66,7,0.56,1.78,9,0.68,2.48,27,3,0.0,0.0,4,0,4.0,0.0,24,8.0,2.0,5,3.0,13.0,5.0,0.384615385,0,27,California,0,232,0,24.0,1,Phlebotomist,0.0,0.0,0.0,0.0,0.0,0.0
232,Michael Jefferson,1.03,3.48,0.3,1,2,9,40,4,0.44,1.08,9,0.74,2.11,22,2,0.0,0.0,2,0,2.0,0.0,24,7.0,3.0,5,4.0,12.0,7.0,0.583333333,0,30,Washington,0,233,0,24.0,1,Banker,0.0,0.0,0.0,0.0,0.0,0.0
233,Jonas Otsuji,0.36,2.41,0.15,1,3,10,36,4,0.68,1.5,9,0.83,1.86,20,1,0.0,0.0,1,0,1.0,0.0,24,6.0,1.0,5,2.0,11.0,3.0,0.272727273,0,37,Utah,0,234,0,24.0,1,Sushi Chef,0.0,0.0,0.0,0.0,0.0,0.0
234,Christina Cha,0.8,13.81,0.06,0,5,9,87,11,0.45,0.98,9,0.5,1.77,38,6,3.0,0.0,9,0,12.0,0.0,24,8.0,4.0,5,1.0,13.0,5.0,0.384615385,0,29,California,0,235,0,24.0,0,Career Consultant,0.0,0.0,0.0,0.0,0.0,0.0
235,Bill Posley,0.5,0.79,0.64,1,1,8,17,2,0.26,1.17,9,0.9,1.67,11,1,0.0,0.0,0,0,0.0,0.0,24,3.0,1.0,4,3.0,7.0,4.0,0.571428571,0,28,California,0,236,0,24.0,1,Stand-Up Comedian,0.0,0.0,0.0,0.0,0.0,0.0
236,Monica Culpepper,0.43,1.08,0.4,0,0,5,15,2,-0.17,0.0,9,0.23,0.43,14,2,0.0,0.0,0,0,0.0,0.0,24,4.0,2.0,5,1.0,9.0,3.0,0.333333333,0,41,Florida,0,237,0,24.0,0,"Ex-NFL Player's Wife;
Homemaker",0.0,0.0,0.0,0.0,0.0,0.0
237,Matt Quinlan,0.36,0.65,0.56,0,0,7,9,1,-0.78,0.0,9,-0.22,0.36,8,1,0.0,0.0,0,0,0.0,0.0,24,2.0,1.0,3,2.0,5.0,3.0,0.6,0,33,California,0,238,0,24.0,1,Attorney,0.0,0.0,0.0,0.0,0.0,0.0
238,Nina Acosta,0.0,0.36,0.0,0,0,6,8,1,-0.75,0.0,9,-0.75,0.0,5,1,0.0,0.0,0,0,0.0,0.0,24,1.0,0.0,2,0.0,3.0,0.0,0.0,0,51,California,0,239,0,24.0,0,Retired LAPD Officer,0.0,0.0,0.0,0.0,0.0,0.0
239,Tony Vlachos,2.28,12.94,0.18,2,10,5,70,10,0.99,3.11,9,1.171111111,5.396666666,39,0,1.0,1.0,9,0,10.0,1.0,28,7.0,3.0,6,2.0,13.0,5.0,0.462,0,39,New Jersey,1,240,0,28.0,1,Police Officer,3.0,3.0,2.0,0.0,0.0,0.0
240,Spencer Bledsoe,4.41,11.94,0.37,0,6,8,82,12,0.49,1.17,9,0.86,5.58,37,6,1.0,0.0,8,3,9.0,3.0,28,7.0,4.0,6,1.0,13.0,5.0,0.423,0,21,Illinois,0,241,0,28.0,1,Economics Student,1.0,1.0,1.0,0.0,0.0,0.0
241,Kass McQuillen,1.63,12.94,0.13,1,9,2,85,13,0.69,3.23,9,0.82,4.86,38,4,1.0,0.0,9,1,10.0,1.0,28,7.0,1.0,6,1.0,13.0,2.0,0.192,0,41,California,0,242,0,28.0,0,Attorney,0.0,0.0,0.0,0.0,0.0,0.0
242,Jefra Bland,1.76,7.61,0.23,1,5,9,58,7,0.69,1.54,9,0.92,3.3,30,2,0.0,0.0,5,0,5.0,0.0,28,6.0,5.0,6,3.0,12.0,8.0,0.708,0,22,Kentucky,0,243,0,28.0,0,Pageant Winner,0.0,0.0,0.0,0.0,0.0,0.0
243,Trish Hegarty,1.33,10.94,0.12,1,5,5,63,8,0.62,1.94,9,0.74,3.27,36,3,1.0,0.0,7,0,8.0,0.0,28,7.0,2.0,6,3.0,13.0,5.0,0.5,0,48,Massachusetts,0,244,0,28.0,0,Pilates Trainer,0.0,0.0,0.0,0.0,0.0,0.0
244,LJ McKanas,1.51,5.36,0.28,0,3,8,43,5,0.56,1.4,9,0.84,2.91,25,2,0.0,0.0,3,0,3.0,0.0,28,5.0,4.0,6,3.0,11.0,7.0,0.682,0,34,Massachusetts,0,245,0,28.0,1,Horse Trainer,1.0,1.0,1.0,0.0,0.0,0.0
245,Jeremiah Wood,1.72,6.61,0.26,0,2,9,51,6,0.3,0.72,9,0.56,2.43,28,4,0.0,0.0,4,0,4.0,0.0,28,6.0,4.0,6,3.0,12.0,7.0,0.625,0,34,North Carolina,0,246,0,28.0,1,Male Model,0.0,0.0,0.0,0.0,0.0,0.0
246,Sarah Lacina,0.83,2.83,0.29,1,1,0,12,1,0.33,1.4,9,0.63,2.23,19,0,0.0,0.0,1,0,1.0,0.0,28,3.0,0.0,6,3.0,9.0,3.0,0.444,0,29,Iowa,0,247,0,28.0,0,Police Officer,0.0,0.0,0.0,0.0,0.0,0.0
247,Garrett Adelstein,0.0,0.37,0.0,0,1,3,11,2,0.36,2.0,9,0.36,2.0,6,1,0.0,0.0,0,0,0.0,0.0,28,0.0,0.0,2,0.0,2.0,0.0,0.0,0,27,California,0,248,0,28.0,1,Pro Poker Player,1.0,1.0,0.0,0.0,0.0,0.0
248,Alexis Maxwell,0.68,1.83,0.37,3,1,8,13,2,0.19,1.17,9,0.57,1.85,16,1,0.0,0.0,0,0,0.0,0.0,28,3.0,1.0,6,2.0,9.0,3.0,0.389,0,21,Illinois,0,249,0,28.0,0,Student,0.0,0.0,0.0,0.0,0.0,0.0
249,J'Tia Taylor,0.13,1.12,0.11,0,2,7,15,3,0.51,1.7,9,0.62,1.82,11,1,0.0,0.0,0,0,0.0,0.0,28,1.0,0.0,4,0.0,5.0,0.0,0.1,0,31,Illinois,0,250,0,28.0,0,Nuclear Engineer,0.0,0.0,0.0,0.0,0.0,0.0
250,Morgan McLeod,0.72,4.03,0.18,3,1,8,34,4,0.19,0.58,9,0.37,1.3,22,3,0.0,0.0,2,0,2.0,0.0,28,4.0,1.0,6,2.0,10.0,3.0,0.35,0,21,California,0,251,0,28.0,0,Ex-NFL Cheerleader,0.0,0.0,0.0,0.0,0.0,0.0
251,Cliff Robinson,0.73,1.43,0.51,1,0,4,7,1,-0.57,0.0,9,-0.06,0.73,14,1,0.0,0.0,0,0,0.0,0.0,28,2.0,1.0,5,1.0,7.0,2.0,0.5,0,46,New Jersey,0,252,0,28.0,1,Former NBA All-Star,0.0,0.0,0.0,0.0,0.0,0.0
252,Brice Johnston,0.17,0.62,0.27,1,0,2,6,1,-0.33,0.0,9,-0.06,0.17,8,1,0.0,0.0,0,0,0.0,0.0,28,0.0,0.0,3,1.0,3.0,1.0,0.33299999999999996,0,27,Pennsylvania,0,253,0,28.0,1,Social Worker,0.0,0.0,0.0,0.0,0.0,0.0
253,David Samson,0.0,0.17,0.0,0,0,4,6,1,-0.67,0.0,9,-0.67,0.0,3,1,0.0,0.0,0,0,0.0,0.0,28,0.0,0.0,1,0.0,1.0,0.0,0.0,0,45,Florida,0,254,0,28.0,1,Miami Marlins President,0.0,0.0,0.0,0.0,0.0,0.0
254,Mike Holloway,7.54,13.8,0.55,1,9,0,86,11,0.82,5.73,8,1.3599999999999999,13.260000000000002,39,2,2.0,1.0,9,5,11.0,6.0,30,7.0,4.0,6,2.0,13.0,6.0,0.5379999999999999,0,38,Texas,1,255,0,30.0,1,Oil Driller,1.0,1.0,1.0,4.0,1.0,0.0
255,Carolyn Rivera,3.8,13.8,0.28,0,9,5,86,11,0.81,2.55,8,1.085,6.35,39,2,2.0,0.0,9,2,11.0,2.0,30,7.0,4.0,6,2.0,13.0,6.0,0.5770000000000001,0,52,Florida,0,256,0,30.0,0,Corporate Executive,1.0,1.0,1.0,5.0,1.0,0.0
256,Joe Anglim,3.95,5.89,0.67,0,3,8,51,6,0.47,1.17,8,1.15,5.12,24,3,1.0,1.0,3,2,4.0,3.0,30,4.0,2.0,6,3.0,10.0,5.0,0.5,0,25,Arizona,0,257,0,30.0,1,Jewelry Designer,0.0,0.0,0.0,0.0,0.0,0.0
257,Tyler Fredrickson,2.16,9.47,0.23,1,3,5,70,8,0.37,1.17,8,0.59,3.33,32,5,1.0,0.0,6,1,7.0,1.0,30,6.0,3.0,6,2.0,12.0,5.0,0.5,0,33,California,0,258,0,30.0,1,Ex-Talent Agent Assistant,0.0,0.0,0.0,0.0,0.0,0.0
258,Hali Ford,1.0,4.69,0.21,0,3,8,41,5,0.56,1.4,8,0.77,2.4,22,2,1.0,0.0,2,0,3.0,0.0,30,3.0,2.0,6,3.0,9.0,5.0,0.556,0,25,California,0,259,0,30.0,0,Law Student,0.0,0.0,0.0,0.0,0.0,0.0
259,Dan Foley,1.12,10.8,0.1,2,5,9,77,10,0.49,1.08,8,0.59,2.2,35,5,1.0,0.0,7,0,8.0,0.0,30,7.0,3.0,6,2.0,13.0,5.0,0.462,0,47,Maine,0,260,0,30.0,1,Postal Worker,0.0,0.0,0.0,0.0,0.0,0.0
260,Max Dawson,0.55,1.35,0.41,0,1,5,13,2,0.31,1.56,8,0.71,2.11,14,1,0.0,0.0,0,0,0.0,0.0,30,2.0,0.0,5,1.0,7.0,1.0,0.35700000000000004,0,37,California,0,261,0,30.0,1,Media Consultant,0.0,0.0,0.0,0.0,0.0,0.0
261,Shirin Oskooi,0.63,8.14,0.08,1,4,7,63,7,0.56,1.45,8,0.63,2.08,29,3,1.0,0.0,5,0,6.0,0.0,30,5.0,1.0,6,1.0,11.0,2.0,0.273,0,31,California,0,262,0,30.0,0,Yahoo! Executive,0.0,0.0,0.0,0.0,0.0,0.0
262,Jenn Brown,1.0,6.89,0.15,0,4,11,60,7,0.55,1.07,8,0.69,2.07,27,3,1.0,0.0,4,0,5.0,0.0,30,4.0,2.0,6,3.0,10.0,5.0,0.5,0,22,California,0,263,0,30.0,0,Sailing Instructor,1.0,1.0,1.0,7.0,1.0,0.0
263,Kelly Remington,0.62,2.69,0.23,1,1,4,25,3,0.28,1.17,8,0.51,1.78,19,2,0.0,0.0,1,0,1.0,0.0,30,3.0,1.0,6,2.0,9.0,3.0,0.389,0,44,New York,0,264,0,30.0,0,State Trooper,0.0,0.0,0.0,0.0,0.0,0.0
264,Joaquin Souberbielle,0.84,1.69,0.5,1,0,4,13,2,-0.15,0.0,8,0.34,0.84,16,2,0.0,0.0,0,0,0.0,0.0,30,3.0,1.0,6,2.0,9.0,3.0,0.5,0,27,New York,0,265,0,30.0,1,Marketing Director,0.0,0.0,0.0,0.0,0.0,0.0
265,Lindsey Cascaddan,0.18,1.07,0.17,2,0,2,6,1,-0.33,0.0,8,-0.16,0.18,11,1,0.0,0.0,0,0,0.0,0.0,30,1.0,0.0,4,0.0,5.0,0.0,0.2,0,24,Florida,0,266,0,30.0,0,Hairdresser,0.0,0.0,0.0,0.0,0.0,0.0
266,Nina Poersch,0.17,0.57,0.29,1,0,4,11,2,-0.18,0.0,8,0.11,0.17,8,2,0.0,0.0,0,0,0.0,0.0,30,0.0,0.0,3,1.0,3.0,1.0,0.33299999999999996,0,51,California,0,267,0,30.0,0,Hearing Advocate,0.0,0.0,0.0,0.0,0.0,0.0
267,Vince Sly,0.17,0.37,0.45,0,0,3,6,1,-0.5,0.0,8,-0.05,0.17,6,1,0.0,0.0,0,0,0.0,0.0,30,0.0,0.0,2,1.0,2.0,1.0,0.5,0,32,California,0,268,0,30.0,1,Coconut Vendor,0.0,0.0,0.0,0.0,0.0,0.0
268,So Kim,0.0,2.17,0.0,0,0,4,6,1,-0.67,0.0,8,-0.67,0.0,3,1,0.0,0.0,0,0,0.0,0.0,30,0.0,0.0,1,0.0,1.0,0.0,0.0,0,31,California,0,269,0,30.0,0,Retail Buyer,0.0,0.0,0.0,0.0,0.0,0.0
269,Michele Fitzgerald,5.2,13.4,0.39,1,4,2,45,6,0.66,3.11,7,1.05,8.34,39,2,3.5,1.5,7,2,10.5,3.5,32,6.0,2.0,6,3.0,12.0,5.0,0.542,0,24,New Jersey,1,270,0,32.0,0,Bartender,0.0,0.0,0.0,0.0,0.0,0.0
270,Aubry Bracco,1.93,13.4,0.14,1,8,8,63,9,0.87,2.07,7,1.01,3.98,39,1,3.5,1.0,7,0,10.5,1.0,32,6.0,2.0,6,2.0,12.0,4.0,0.375,0,29,Massachusetts,0,271,0,32.0,0,Social Media Marketer,0.0,0.0,0.0,0.0,0.0,0.0
271,Tai Trang,3.11,13.4,0.23,1,5,4,57,9,0.55,1.94,7,0.78,5.05,39,4,3.5,0.5,7,1,10.5,1.5,32,6.0,4.0,6,2.0,12.0,6.0,0.583,0,51,California,0,272,0,32.0,1,Gardener,1.0,2.0,0.0,0.0,0.0,0.0
272,Cydney Gillon,1.96,12.4,0.16,0,7,5,60,9,0.77,2.42,7,0.93,4.38,37,2,2.5,0.0,7,1,9.5,1.0,32,6.0,1.0,6,2.0,12.0,3.0,0.292,0,22,Georgia,0,273,0,32.0,0,Bodybuilder,0.0,0.0,0.0,0.0,0.0,0.0
273,Julia Sokolowski,2.58,8.07,0.32,2,3,7,40,5,0.57,1.53,7,0.88,4.1,29,2,0.5,0.5,5,1,5.5,1.5,32,5.0,3.0,5,1.0,10.0,4.0,0.5,0,19,Massachusetts,0,274,0,32.0,0,College Student,0.0,0.0,0.0,0.0,0.0,0.0
274,Debbie Wanner,1.2,5.07,0.24,1,2,5,25,3,0.6,2.07,7,0.84,3.27,24,1,0.0,0.0,3,0,3.0,0.0,32,4.0,2.0,6,4.0,10.0,6.0,0.6,0,49,Pennsylvania,0,275,0,32.0,0,Chemist,0.0,0.0,0.0,0.0,0.0,0.0
275,Kyle Jason,2.04,9.4,0.22,1,2,5,56,8,0.24,0.78,7,0.46,2.82,32,6,0.5,0.0,6,1,6.5,1.0,32,5.0,2.0,6,2.0,11.0,4.0,0.409,0,31,Michigan,0,276,0,32.0,1,Bounty Hunter,1.0,1.0,0.0,0.0,0.0,0.0
276,Nick Maiorano,2.32,3.82,0.61,0,0,6,10,1,-0.6,0.0,7,0.01,2.32,22,1,0.0,0.0,2,1,2.0,1.0,32,3.0,1.0,6,4.0,9.0,5.0,0.722,0,30,California,0,277,0,32.0,1,Personal Trainer,0.0,0.0,0.0,0.0,0.0,0.0
277,Scot Pollard,0.74,6.57,0.11,0,4,7,54,8,0.48,1.27,7,0.6,2.01,27,4,0.5,0.0,4,0,4.5,0.0,32,4.0,3.0,6,0.0,10.0,3.0,0.35,0,40,Indiana,0,278,0,32.0,1,Former NBA Champion,0.0,1.0,0.0,0.0,0.0,0.0
278,Jennifer Lanzetti,0.0,0.37,0.0,0,1,3,11,2,0.36,2.0,7,0.36,2.0,6,1,0.0,0.0,0,0,0.0,0.0,32,0.0,0.0,2,0.0,2.0,0.0,0.0,0,38,Utah,0,279,0,32.0,0,Contractor,0.0,0.0,0.0,0.0,0.0,0.0
279,Peter Baggenstos,0.93,1.62,0.58,0,1,7,18,3,0.2,0.85,7,0.78,1.78,16,2,0.0,0.0,0,0,0.0,0.0,32,2.0,2.0,6,2.0,8.0,4.0,0.563,0,34,Minnesota,0,280,0,32.0,1,ER Doctor,0.0,0.0,0.0,0.0,0.0,0.0
280,Alecia Holden,0.13,3.45,0.04,0,2,8,15,3,0.49,1.56,7,0.53,1.68,11,1,0.0,0.0,0,0,0.0,0.0,32,1.0,0.0,4,0.0,5.0,0.0,0.1,0,24,Texas,0,281,0,32.0,0,Real Estate Agent,0.0,0.0,0.0,0.0,0.0,0.0
281,Anna Khait,0.41,1.28,0.32,2,0,5,6,1,-0.83,0.0,7,-0.52,0.41,14,1,0.0,0.0,0,0,0.0,0.0,32,1.0,0.0,5,1.0,6.0,1.0,0.33299999999999996,0,26,New York,0,282,0,32.0,0,Pro Poker Player,0.0,0.0,0.0,0.0,0.0,0.0
282,Darnell Hamilton,0.0,0.17,0.0,0,0,3,6,1,-0.5,0.0,7,-0.5,0.0,3,1,0.0,0.0,0,0,0.0,0.0,32,0.0,0.0,1,0.0,1.0,0.0,0.0,0,27,Illinois,0,283,0,32.0,1,Postal Worker,0.0,0.0,0.0,0.0,0.0,0.0
283,Adam Klein,1.76,13.22,0.13,2,9,6,100,12,0.75,2.1,10,0.8799999999999999,3.8599999999999994,39,3,1.0,0.0,10,1,11.0,1.0,33,6.0,1.0,7,3.0,13.0,4.0,0.34600000000000003,0,25,California,1,284,0,33.0,1,Homeless Shelter Manager,2.0,2.0,2.0,4.0,0.0,0.0
284,Ken McNickle,4.75,13.22,0.36,0,12,2,117,14,0.86,4.0,10,1.22,8.75,39,2,1.0,0.0,10,4,11.0,4.0,33,6.0,2.0,7,2.0,13.0,4.0,0.34600000000000003,0,33,Colorado,0,285,0,33.0,1,Model,0.0,0.0,0.0,0.0,0.0,0.0
285,David Wright,3.15,13.22,0.24,1,12,10,117,14,0.85,1.71,10,1.09,4.87,38,2,1.0,0.0,10,2,11.0,2.0,33,6.0,4.0,7,1.0,13.0,5.0,0.462,0,42,California,0,286,0,33.0,1,Television Writer,2.0,2.0,2.0,5.0,1.0,0.0
286,Hannah Shapiro,1.11,13.22,0.08,3,9,5,101,12,0.75,2.33,10,0.83,3.44,39,3,1.0,0.0,10,0,11.0,0.0,33,6.0,1.0,7,5.0,13.0,6.0,0.5,0,24,California,0,287,0,33.0,0,Barista,0.0,0.0,0.0,0.0,0.0,0.0
287,Will Wahl,1.59,9.22,0.17,4,4,6,79,8,0.49,1.4,10,0.66,2.99,34,4,1.0,0.0,6,1,7.0,1.0,33,6.0,0.0,7,3.0,13.0,3.0,0.308,0,18,New Jersey,0,288,0,33.0,1,High-School Student,0.0,0.0,0.0,0.0,0.0,0.0
288,Michaela Bradshaw,1.04,1.52,0.68,0,1,4,16,2,0.38,1.75,10,1.06,2.79,20,1,0.0,0.0,0,0,0.0,0.0,33,3.0,0.0,7,5.0,10.0,5.0,0.6,0,25,Texas,0,289,0,33.0,0,Vacation Club Sales,0.0,0.0,0.0,0.0,0.0,0.0
289,Zeke Smith,1.62,8.22,0.2,1,4,10,70,7,0.55,1.14,10,0.75,2.76,33,3,1.0,0.0,5,0,6.0,0.0,33,6.0,4.0,7,3.0,13.0,7.0,0.615,0,28,New York,0,290,0,33.0,1,Asset Manager,0.0,0.0,0.0,0.0,0.0,0.0
290,Sunday Burquest,1.26,10.22,0.12,2,5,5,103,11,0.45,1.41,10,0.57,2.68,35,6,1.0,0.0,7,0,8.0,0.0,33,6.0,4.0,7,2.0,13.0,6.0,0.5,0,45,Minnesota,0,291,0,33.0,0,Youth Pastor,0.0,0.0,0.0,0.0,0.0,0.0
291,Chris Hammons,1.15,4.89,0.24,0,4,7,68,7,0.56,1.45,10,0.79,2.61,28,3,0.0,0.0,3,0,3.0,0.0,33,5.0,4.0,7,1.0,12.0,5.0,0.5,0,38,Oklahoma,0,292,0,33.0,1,Trial Lawyer,0.0,0.0,0.0,0.0,0.0,0.0
